epoch,loss,val_loss
0,0.010789039544761181,0.004258935339748859
1,0.004782908130437136,0.0034665402490645647
2,0.004327390808612108,0.003132133511826396
3,0.0035013717133551836,0.002992617664858699
4,0.0036330551374703646,0.0029432987794280052
5,0.0033210020046681166,0.0029351867269724607
6,0.003482650965452194,0.0029459185898303986
7,0.003333155531436205,0.0029176322277635336
8,0.003418753622099757,0.002929748734459281
9,0.0033460266422480345,0.002897051628679037
10,0.0033811512403190136,0.002913055708631873
11,0.0033500343561172485,0.0028904119972139597
12,0.003357189940288663,0.002903433982282877
13,0.003360670991241932,0.0028883579652756453
14,0.003346492303535342,0.0028838131111115217
15,0.0033440866973251104,0.0028747362084686756
16,0.003330762730911374,0.002865890273824334
17,0.0033297468908131123,0.002855953061953187
18,0.003310799365863204,0.002833497477695346
19,0.0032921007368713617,0.002809238387271762
20,0.003281935816630721,0.0027821664698421955
21,0.0032742435578256845,0.0027692809235304594
22,0.0032677205745130777,0.002765206154435873
23,0.0032562410924583673,0.0027607884258031845
24,0.003252820111811161,0.002758194925263524
25,0.0032442815136164427,0.0027522980235517025
26,0.003246590029448271,0.0027523774188011885
27,0.003236477728933096,0.0027457133401185274
28,0.003233228111639619,0.002747659105807543
29,0.0032318292651325464,0.0027434993535280228
30,0.0032203844748437405,0.0027424574363976717
31,0.0032244666945189238,0.0027444930747151375
32,0.00321240839548409,0.002737982664257288
33,0.0032081142999231815,0.0027417612727731466
34,0.003212838666513562,0.0027392839547246695
35,0.0031958785839378834,0.002728625200688839
36,0.00319878151640296,0.002735376823693514
37,0.0031968436669558287,0.0027344217523932457
38,0.003182945540174842,0.0027273925952613354
39,0.0031880296301096678,0.0027346527203917503
40,0.0031782372388988733,0.002727265004068613
41,0.0031751273199915886,0.0027296298649162054
42,0.0031742602586746216,0.002731994492933154
43,0.003160734660923481,0.0027177089359611273
44,0.003168209455907345,0.0027533676475286484
45,0.0031617640051990747,0.0027370185125619173
46,0.0031475212890654802,0.0027432015631347895
47,0.003151887794956565,0.0027489173226058483
48,0.0031466290820389986,0.0027575374115258455
49,0.0031384467147290707,0.002757236361503601
50,0.0031353370286524296,0.002762304386124015
51,0.0031335121020674706,0.0027722714003175497
52,0.00312795233912766,0.00277577992528677
53,0.0031221797689795494,0.002780982293188572
54,0.0031198901124298573,0.0027895073872059584
55,0.003115650499239564,0.0027934876270592213
56,0.003112679347395897,0.0028030802495777607
57,0.003108787117525935,0.0028069056570529938
58,0.0031060350593179464,0.002815081737935543
59,0.0031024080235511065,0.002822324400767684
60,0.003099875757470727,0.0028357147239148617
61,0.0030956659466028214,0.0028383759781718254
62,0.0030942941084504128,0.002858784981071949
63,0.0030894700903445482,0.002857194747775793
64,0.003088058205321431,0.002873003948479891
65,0.003083504270762205,0.0028714018408209085
66,0.0030830814503133297,0.0028953063301742077
67,0.0030771498568356037,0.0028891682159155607
68,0.00307821249589324,0.0029091264586895704
69,0.00307097309269011,0.00289962743408978
70,0.0030751668382436037,0.0029290183447301388
71,0.003065357683226466,0.0028562189545482397
72,0.0030734832398593426,0.002961877966299653
73,0.003068678779527545,0.0029214692767709494
74,0.0030748769640922546,0.003008089028298855
75,0.0030595147982239723,0.0029309019446372986
76,0.0030814071651548147,0.0030323262326419353
77,0.003058092202991247,0.0029194399248808622
78,0.003089616075158119,0.003058501286432147
79,0.0030530430376529694,0.0029140571132302284
80,0.003093976527452469,0.003080666298046708
81,0.0030387723818421364,0.0029290937818586826
82,0.0030884104780852795,0.0030881131533533335
83,0.0030321211088448763,0.0029458338394761086
84,0.0030756506603211164,0.0030879750847816467
85,0.003028000006452203,0.0029663234017789364
86,0.0030682964716106653,0.0030884731095284224
87,0.0030246442183852196,0.002985036466270685
88,0.0030665479134768248,0.003092479193583131
89,0.0030258307233452797,0.002989715663716197
90,0.0030663921497762203,0.0031052231788635254
91,0.0030275715980678797,0.0029877948109060526
92,0.0030684873927384615,0.0031019554007798433
93,0.003021558281034231,0.002982717240229249
94,0.0030695972964167595,0.0031139233615249395
95,0.0030192022677510977,0.002972651971504092
96,0.0030648973770439625,0.003119440283626318
97,0.0030123000033199787,0.0029826215468347073
98,0.003060373943299055,0.0031120064668357372
99,0.003010145388543606,0.002985052764415741
