epoch,loss,val_loss
0,0.0028038923628628254,0.0011475111823529005
1,0.0023353819269686937,0.0009333739290013909
2,0.0021938339341431856,0.0009341458790004253
3,0.0020856978371739388,0.0008919962565414608
4,0.0020406986586749554,0.000888860144186765
5,0.002069235546514392,0.0009315560455434024
6,0.002079084049910307,0.000942789891269058
7,0.0020595802925527096,0.0009116574074141681
8,0.0020385156385600567,0.00088901212438941
9,0.0020350732374936342,0.0008903300040401518
10,0.0020399426575750113,0.0009052951936610043
11,0.002041348023340106,0.0009169014520011842
12,0.002039765939116478,0.0009197515319101512
13,0.0020369370467960835,0.0009193081059493124
14,0.002030367497354746,0.00091528584016487
15,0.002022520639002323,0.0009027982014231384
16,0.002011616248637438,0.0008896325016394258
17,0.0020060522947460413,0.0008929739124141634
18,0.002009150106459856,0.0009043492609634995
19,0.0020103533752262592,0.0009097830043174326
20,0.0020056210923939943,0.0009078714065253735
21,0.002000938169658184,0.0009083971381187439
22,0.0019981663208454847,0.0009064654004760087
23,0.001992743229493499,0.0008999165147542953
24,0.0019851031247526407,0.0008917339728213847
25,0.001981182722374797,0.0008894033380784094
26,0.001981128938496113,0.0008954090299084783
27,0.0019798085559159517,0.0008958375547081232
28,0.001973961479961872,0.0008925842121243477
29,0.0019695493392646313,0.0008880122913978994
30,0.001965637318789959,0.0008775987080298364
31,0.0019596044439822435,0.0008773828740231693
32,0.0019592279568314552,0.0008871731697581708
33,0.001961634261533618,0.0008891465258784592
34,0.001954067265614867,0.000884038454387337
35,0.0019467853708192706,0.0008807066478766501
36,0.0019413770642131567,0.0009072840330190957
37,0.001985287293791771,0.0008902546833269298
38,0.0019284924492239952,0.0008864256087690592
39,0.0019194816704839468,0.0008824047399684787
40,0.00192380475345999,0.0008759199408814311
41,0.001910243066959083,0.0008932890486903489
42,0.001909160171635449,0.0008957223035395145
43,0.001903996686451137,0.0008942770073190331
44,0.001896760193631053,0.0008943616994656622
45,0.0018934417748823762,0.0008929576142691076
46,0.0018875317182391882,0.0008968765614554286
47,0.0018843228463083506,0.0009051302913576365
48,0.0018860783893615007,0.0008960602572187781
49,0.0018741902895271778,0.0009068692452274263
50,0.0018799254903569818,0.0009054691181518137
51,0.001873721368610859,0.0009006772888824344
52,0.0018655960448086262,0.0009113679407164454
53,0.0018716119229793549,0.0009062376921065152
54,0.0018659705528989434,0.0009172108257189393
55,0.0018653323641046882,0.0009145236108452082
56,0.001857279916293919,0.0009133634157478809
57,0.0018544428749009967,0.0009331601904705167
58,0.0018689935095608234,0.0009046784252859652
59,0.0018426647875458002,0.0009080394520424306
60,0.0018441173015162349,0.0009199915220960975
61,0.0018540936289355159,0.000908763671759516
62,0.0018294780747964978,0.0009266844135709107
63,0.0018388984026387334,0.0009152241400443017
64,0.0018267168197780848,0.0009219794883392751
65,0.0018226758111268282,0.0009172619320452213
66,0.0018182616913691163,0.000932181894313544
67,0.0018277610652148724,0.0009072567918337882
68,0.0018073017708957195,0.0009223720408044755
69,0.0018114462727680802,0.0009251065202988684
70,0.0018148692324757576,0.0009143381612375379
71,0.0017978326650336385,0.000940124795306474
72,0.0018166527152061462,0.0009175737504847348
73,0.0017948051681742072,0.0009321670513600111
74,0.0018037045374512672,0.0009180441265925765
75,0.0017916957149282098,0.000933077943045646
76,0.001800852594897151,0.0009156450978480279
77,0.0017839085776358843,0.0009424166637472808
78,0.001801860285922885,0.000920395425055176
79,0.0017812487203627825,0.000934357987716794
80,0.0017899528611451387,0.0009212649310939014
81,0.0017792495200410485,0.0009378899121657014
82,0.0017880710074678063,0.0009248014539480209
83,0.001776117249391973,0.000930843991227448
84,0.001778345089405775,0.0009165090159513056
85,0.0017710417741909623,0.0009474243852309883
86,0.0017853302415460348,0.0009240795625373721
87,0.0017647749045863748,0.0009399257251061499
88,0.0017738841706886888,0.0009190880227833986
89,0.0017603804590180516,0.0009556838194839656
90,0.0017813657177612185,0.0009266434935852885
91,0.0017613123636692762,0.000922064355108887
92,0.0017527316231280565,0.0009409480262547731
93,0.0017727691447362304,0.0009205359383486211
94,0.001747793867252767,0.0009633534355089068
95,0.001767221256159246,0.0009349571191705763
96,0.0017544120782986283,0.0009099054150283337
97,0.0017403655219823122,0.0009734354680404067
98,0.0017762925708666444,0.0009182532667182386
99,0.0017361004138365388,0.0009222375229001045
