epoch,loss,val_loss
0,0.0026228753849864006,0.0007399184396490455
1,0.0019295777892693877,0.0006401785067282617
2,0.001401467015966773,0.0003518462472129613
3,0.001356001477688551,0.00028542851214297116
4,0.0013201917754486203,0.00022810950758866966
5,0.0012202130164951086,0.00023191767104435712
6,0.0012424422893673182,0.00023543463612440974
7,0.0012430906062945724,0.00019939760386478156
8,0.0012111446121707559,0.00019620594684965909
9,0.0012075487757101655,0.0002299058687640354
10,0.0012201213976368308,0.00023300682369153947
11,0.0012233712477609515,0.0002081709390040487
12,0.001212956733070314,0.00020701071480289102
13,0.0012088578660041094,0.0002224836207460612
14,0.0012131527764722705,0.00023130522458814085
15,0.0012172827264294028,0.00023387082910630852
16,0.0012183046201243997,0.00023640024301130325
17,0.001218290301039815,0.0002399425720795989
18,0.001219023484736681,0.00024011834466364235
19,0.0012182762147858739,0.00024392499472014606
20,0.001218230463564396,0.0002566644689068198
21,0.0012215140741318464,0.0002625544439069927
22,0.001223399885930121,0.00026846764376387
23,0.0012250615982338786,0.00028097472386434674
24,0.0012289592996239662,0.00027994340052828193
25,0.0012290577869862318,0.0002850005985237658
26,0.0012302176328375936,0.00028786848997697234
27,0.001230422523804009,0.0002871599281206727
28,0.0012296299682930112,0.0002938796824309975
29,0.0012306433636695147,0.00029520405223593116
30,0.0012308997102081776,0.0002976605319418013
31,0.0012311364989727736,0.0002990732900798321
32,0.0012311754981055856,0.00030127028003335
33,0.001231852569617331,0.00029761617770418525
34,0.001230382127687335,0.00029473655740730464
35,0.001228376873768866,0.00029790395637974143
36,0.0012284805998206139,0.00029264736804179847
37,0.0012264939723536372,0.00029251992236822844
38,0.0012253919849172235,0.00029418201302178204
39,0.0012251477455720305,0.00029446836560964584
40,0.0012253348249942064,0.00029220242868177593
41,0.0012244390090927482,0.0002899389364756644
42,0.0012232032604515553,0.00029258133145049214
43,0.0012235903413966298,0.0002847148571163416
44,0.0012212301371619105,0.0002832275931723416
45,0.0012194575974717736,0.00028470519464462996
46,0.00121893803589046,0.00028900790493935347
47,0.0012200045166537166,0.0002873910416383296
48,0.0012196045136079192,0.0002872497425414622
49,0.0012190531706437469,0.0002905454020947218
50,0.0012198926415294409,0.00028480772743932903
51,0.0012183587532490492,0.0002847730938810855
52,0.001217433949932456,0.0002856311621144414
53,0.0012174294097349048,0.00028047364321537316
54,0.0012157398741692305,0.0002795057953335345
55,0.0012144180946052074,0.0002800764632411301
56,0.00121393206063658,0.0002831500896718353
57,0.0012148444075137377,0.0002798868517857045
58,0.0012141920160502195,0.0002806326374411583
59,0.0012136913137510419,0.0002833280886989087
60,0.0012143717613071203,0.00027889112243428826
61,0.0012133471900597215,0.0002788626588881016
62,0.0012127046938985586,0.0002779744390863925
63,0.001212105038575828,0.0002772269945126027
64,0.001211574417538941,0.00027728689019568264
65,0.001211413531564176,0.00027501332806423306
66,0.001210633898153901,0.0002751023566816002
67,0.0012101340107619762,0.0002758417103905231
68,0.0012100739404559135,0.0002747834369074553
69,0.0012097959406673908,0.0002725037047639489
70,0.0012089550727978349,0.00027213519206270576
71,0.0012084109475836158,0.00027238266193307936
72,0.0012087413342669606,0.00026636969414539635
73,0.001207298249937594,0.0002643579209689051
74,0.0012060173321515322,0.0002605138288345188
75,0.0012041549198329449,0.00026050975429825485
76,0.001203434425406158,0.000257712381426245
77,0.0012028495548292994,0.0002568723284639418
78,0.0012024306925013661,0.00025591414305381477
79,0.0012023093877360225,0.0002592231903690845
80,0.0012030841317027807,0.00026215348043479025
81,0.0012035344261676073,0.0002603086759336293
82,0.0012029450153931975,0.00025880077737383544
83,0.0012021627044305205,0.0002586692862678319
84,0.001202128129079938,0.00025964633096009493
85,0.001202659565024078,0.0002596803242340684
86,0.0012028254568576813,0.00025848118821159005
87,0.0012022965820506215,0.0002558659471105784
88,0.0012010070495307446,0.0002560756984166801
89,0.0012002203147858381,0.0002561047731433064
90,0.0012000387068837881,0.0002586261834949255
91,0.001200636732392013,0.00025805781478993595
92,0.0012006600154563785,0.00025774765526875854
93,0.001200568862259388,0.0002586857008282095
94,0.0012008569901809096,0.00025515101151540875
95,0.00119973614346236,0.0002555030514486134
96,0.0011990717612206936,0.00025384395848959684
97,0.001198675949126482,0.0002541913418099284
98,0.0011985908495262265,0.0002552985097281635
99,0.001198536716401577,0.00025557406479492784
