Date,temp_max,temp_min,temp_mean,precip,pressure,sunshine,wind
2005-10-19,15.141053,3.6533566,9.187959,1.2683009,1010.689,6.583098,1.876926
2005-10-20,13.310608,4.2655287,8.109906,4.2465982,1008.52234,3.1553824,2.0452433
2005-10-21,17.037075,7.0759034,11.433462,4.300509,1004.50684,3.2309997,1.9779857
2005-10-22,18.613289,8.184063,12.850885,3.5780208,1004.6219,3.702847,1.934898
2005-10-23,24.027624,10.09604,16.799358,1.7414367,1004.6695,5.9874663,1.7430913
2005-10-24,18.550121,8.063736,12.666811,2.9180334,1009.8751,3.347448,1.8452835
2005-10-25,22.212423,8.6919155,15.2645235,0.4219403,1009.6283,6.636602,1.6158209
2005-10-26,22.161478,8.097698,15.023039,0.51597863,1009.81866,7.278277,1.6474731
2005-10-27,22.01738,8.185923,14.952004,1.1305207,1009.7094,7.1482425,1.6866183
2005-10-28,20.419779,7.3992944,13.720352,1.412637,1010.77893,6.5799937,1.7117186
2005-10-29,15.324529,3.9428787,9.587734,0.63314605,1013.7085,6.7840548,1.7484137
2005-10-30,13.182072,2.3602142,7.758876,1.0556225,1013.1191,6.8018866,1.8338251
2005-10-31,10.869706,1.9566225,5.975874,3.421789,1012.28735,3.7508457,1.9868712
2005-11-01,12.659587,2.3034432,7.1460204,2.076481,1011.59186,4.5693235,1.8687925
